OrigName;Group;Family;Genus;Species;AphiaID;rank;UsedName;study ID;Authors;Year;Title;Journal;OctoClade;ZooClade;Symbiont;Realm;Province;Ecoregion;Climate;DepthMin;DepthMax;StudyType;StudyTypeN;ResearchProblem;ResearchProblemN;Hmean;Hsd;Hconsidering;Pmean;Psd;Rmean;Rsd;CHARmean;CZARmean;SfG;count;revision ok?;info
Melithaea hicksoni;Scleraxonia;Melithaeidae;Melithaea;Melithaea hicksoni;746500;Species;Melithaea hicksoni;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;NA;Azooxanthellate;Central Indo-Pacific;"Northeast Australian Shelf; Sunda Shelf";"Central and Southern Great Barrier Reef; Southern Vietnam";Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;59.4;NA;"Zooplankton; Phytoplankton";NA;NA;46.7;NA;127.2;NA;12.7;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-22
Tubipora musica;Stolonifera;Tubiporidae;Tubipora;Tubipora musica;207409;Species;Tubipora musica;111;Sorokin;1991;Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals;Marine and Freshwater Research;A;C, D;Zooxanthellate;Central Indo-Pacific;"Northeast Australian Shelf; Western Indian Ocean";"Central and Southern Great Barrier Reef; Seychelles";Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;5.7;NA;"Zooplankton; Phytoplankton";7.9;NA;6.3;NA;91.7;126.7;7.4;1;ok;Original data on Rc, Pc and Hc (expressed in ugC.gDW-1.d-23
Antillogorgia acerosa;Holaxonia;Gorgoniidae;Antillogorgia;Antillogorgia acerosa;367982;Species;Antillogorgia acerosa;112;Sponaugle;1991;Flow patterns and velocities around a suspension-feeding gorgonian polyp: evidence from physical models;Journal of Experimental Marine Biology and Ecology;A;NA;Zooxanthellate;NA;NA;NA;NA;NA;NA;Laboratorial study;1;Feeding responses to environmental forces;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Antillogorgia acerosa;Holaxonia;Gorgoniidae;Antillogorgia;Antillogorgia acerosa;367982;Species;Antillogorgia acerosa;113;Sponaugle and LaBarbera;1991;Drag-induced deformation: a functional feeding strategy in two species of gorgonians;Journal of Experimental Marine Biology and Ecology;A;NA;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Greater Antilles;Tropical;8;15;"Descriptive field study; Laboratorial study";2;"Experimental diet description; Feeding responses to environmental forces";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Ptilosarcus gurneyi;Pennatulacea;Pennatulidae;Ptilosarcus;Ptilosarcus gurneyi;290947;Species;Ptilosarcus gurneyi;114;Best;1988;Passive suspension feeding in a sea pen: Effects of ambient flow on volume flow rate and filtering efficiency;The Biological Bulletin;NA;NA;Azooxanthellate;Temperate Northern Pacific;Cold Temperate Northeast Pacific;Puget Trough/Georgia Basin;Temperate;10;10;"Descriptive field study; Laboratorial study";2;Feeding responses to environmental forces;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Capnella gaboensis;Alcyoniina;Nephtheidae;Capnella;Capnella gaboensis;287331;Species;Capnella gaboensis;115;Farrant et al;1987;Nutrition of the temperate Australian soft coral Capnella gaboensis;Marine Biology;A;A, C, D;Zooxanthellate;Temperate Australasia;East Central Australian Shelf;Manning-Hawkesbury;Temperate;6;6;Descriptive field study;1;"Natural diet description; Role of autotrophy; Seasonal variability";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Alcyonium sp.;Alcyoniina;Alcyoniidae;Alcyonium;NA;125284;Genus;Alcyonium sp.;116;McFadden;1986;Colony fission increases particle capture rates of a soft coral: Advantages of being a small colony;Journal of Experimental Marine Biology and Ecology;A;NA;Zooxanthellate;Temperate Northern Pacific;Cold Temperate Northeast Pacific;North American Pacific Fijordland;Temperate;1;2;Laboratorial study;1;"Experimental diet description; Other subjects";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Eunicella cavolini;Holaxonia;Gorgoniidae;Eunicella;Eunicella cavolini;125361;Species;Eunicella cavolini;117;Russo;1985;Ecological observations on the gorgonian sea fan Eunicella cavolinii in the Bay of Naples;Marine Ecology Progress Series;A;NA;Azooxanthellate;Temperate Northern Atlantic;Mediterranean Sea;Western Mediterranean;Temperate;15;30;Descriptive field study;1;Other subjects;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Pseudoplexaura porosa;Holaxonia;Plexauridae;Pseudoplexaura;Pseudoplexaura porosa;290881;Species;Pseudoplexaura porosa;118;Coffroth;1984;Ingestion and incorporation of cora mucus aggregates by a gorgonian soft coral;Marine Ecology Progress Series;A;B;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Floridian;Tropical;4;4;Experimental field study;1;"Experimental diet description; Prey selectivity";2;191.7;NA;POC;NA;NA;154.2;NA;124;NA;NA;1;ok;Original data expressed in mgC.gogranicmatter-1.d-1.
Alcyonium siderium;Alcyoniina;Alcyoniidae;Alcyonium;Alcyonium siderium;287382;Species;Alcyonium siderium;119;Patterson;1984;Patterns of whole colony prey capture in the octocoral;Biological Bulletin;A;NA;Azooxanthellate;Temperate Northern Atlantic;Cold Temperate Northwest Atlantic;Gulf of Maine/Bay of Fundy;Temperate;NA;NA;Descriptive field study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Alcyonium siderium;Alcyoniina;Alcyoniidae;Alcyonium;Alcyonium siderium;287382;Species;Alcyonium siderium;120;Sebens;1984;Water flow and coral colony size: Interhabitat comparisons of the octocoral Alcyonium siderium;PNAS;A;NA;Azooxanthellate;Temperate Northern Atlantic;Cold Temperate Northwest Atlantic;Gulf of Maine/Bay of Fundy;Temperate;NA;NA;Descriptive field study;1;Feeding responses to environmental forces;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Alcyonium siderium;Alcyoniina;Alcyoniidae;Alcyonium;Alcyonium siderium;287382;Species;Alcyonium siderium;121;Sebens and Koehl;1984;Predation on zooplankton by the benthic anthozoans Alcyonium siderium (Alcyonacea) and Metridium senile (Actiniaria) in the New England subtidal;Marine Biology;A;NA;Azooxanthellate;Temperate Northern Atlantic;Cold Temperate Northwest Atlantic;Gulf of Maine/Bay of Fundy;Temperate;5;5;"Descriptive field study; Laboratorial study";2;"Natural diet description; Prey selectivity; Feeding activity rhythms";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Plexaura homomalla;Holaxonia;Plexauridae;Plexaura;Plexaura homomalla;290797;Species;Plexaura homomalla;122;Lasker et al;1983;Effects of depth on the feeding capabilities of two octocorals;Marine Biology;A;B, C, B&C;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Eastern Caribbean;Tropical;17;29;Experimental field study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Plexaura nina;Holaxonia;Plexauridae;Plexaura;Plexaura nina;290802;Species;Plexaura nina;122;Lasker et al;1983;Effects of depth on the feeding capabilities of two octocorals;Marine Biology;A;B;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Eastern Caribbean;Tropical;17;29;Experimental field study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Heteroxenia fuscescens;Alcyoniina;Xeniidae;Heteroxenia;Heteroxenia fuscescens;210004;Species;Heteroxenia fuscescens;123;Schlichter et al;1983;Functional autotrophy of Heteroxenia fuscescens (Anthozoa: Alcyonaria): carbon assimilation and translocation of photosynthates from symbionts to host;Marine Biology;A;C;Zooxanthellate;Western Indo-Pacific;Western Indian Ocean;East African Coral Coast;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;2.2;8.6;NA;1;ok;Original data on Rc and Hc. Then we calculated the CHAR
Cladiella sphaerophora;Alcyoniina;Alcyoniidae;Cladiella;Cladiella sphaerophora;209614;Species;Cladiella sphaerophora;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C, D;Undefined;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Lobophytum crassum;Alcyoniina;Alcyoniidae;Lobophytum;Lobophytum crassum;209965;Species;Lobophytum crassum;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Undefined;Central Indo-Pacific;Northeast Australian Shelf;Torres Strait Northern Great Barrier Reef;Tropical;NA;NA;"Descriptive field study; Laboratorial study";2;"Natural diet description; Experimental diet description; Prey selectivity";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Sarcophyton trocheliophorum;Alcyoniina;Alcyoniidae;Sarcophyton;Sarcophyton trocheliophorum;209618;Species;Sarcophyton trocheliophorum;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Torres Strait Northern Great Barrier Reef;Tropical;NA;NA;"Descriptive field study; Laboratorial study";2;"Natural diet description; Experimental diet description; Prey selectivity";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Sinularia capillosa;Alcyoniina;Alcyoniidae;Sinularia;Sinularia capillosa;288499;Species;Sinularia capillosa;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;"Descriptive field study; Laboratorial study";2;"Natural diet description; Experimental diet description";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Sinularia densa;Alcyoniina;Alcyoniidae;Sinularia;Sinularia densa;209982;Species;Sinularia densa;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Torres Strait Northern Great Barrier Reef;Tropical;NA;NA;"Descriptive field study; Laboratorial study";2;"Natural diet description; Experimental diet description; Prey selectivity";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Sinularia firma;Alcyoniina;Alcyoniidae;Sinularia;Sinularia firma;209979;Species;Sinularia firma;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Sinularia inelegans;Alcyoniina;Alcyoniidae;Sinularia;Sinularia inelegans;288533;Species;Sinularia inelegans;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Sinularia microclavata;Alcyoniina;Alcyoniidae;Sinularia;Sinularia microclavata;288550;Species;Sinularia microclavata;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;"Descriptive field study; Laboratorial study";2;"Natural diet description; Experimental diet description; Prey selectivity";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Sinularia microspiculata;Alcyoniina;Alcyoniidae;Sinularia;Sinularia microspiculata;288551;Species;Sinularia microspiculata;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Sinularia sp.;Alcyoniina;Alcyoniidae;Sinularia;NA;205854;Genus;Sinularia sp.;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Capnella lacertiliensis;Alcyoniina;Nephtheidae;Capnella;Capnella lacertiliensis;287335;Species;Capnella lacertiliensis;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Torres Strait Northern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Dendronephthya sp.;Alcyoniina;Nephtheidae;Dendronephthya;NA;206503;Genus;Dendronephthya sp.;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;NA;Azooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Lemnalia sp.;Alcyoniina;Nephtheidae;Lemnalia;NA;205115;Genus;Lemnalia sp.;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;"Descriptive field study; Laboratorial study";2;"Natural diet description; Experimental diet description";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Paralemnalia digitiformis;Alcyoniina;Nephtheidae;Paralemnalia;Paralemnalia digitiformis;290656;Species;Paralemnalia digitiformis;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Torres Strait Northern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Efflatounaria sp.;Alcyoniina;NA;NA;NA;1365;Order;Alcyonacea sp.;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Torres Strait Northern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Heteroxenia elisabethae;Alcyoniina;Xeniidae;Heteroxenia;Heteroxenia elisabethae;210005;Species;Heteroxenia elisabethae;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Torres Strait Northern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Xenia elongata;Alcyoniina;Xeniidae;Xenia;Xenia elongata;287872;Species;Xenia elongata;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;"Descriptive field study; Laboratorial study";2;"Natural diet description; Experimental diet description";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Junceella fragilis;Calcaxonia;Ellisellidae;Junceella;Junceella fragilis;289188;Species;Junceella fragilis;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;NA;G;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Isis hippuris;Calcaxonia;Isididae;Isis;Isis hippuris;290211;Species;Isis hippuris;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;NA;D;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Torres Strait Northern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Antillogorgia acerosa;Holaxonia;Gorgoniidae;Antillogorgia;Antillogorgia acerosa;367982;Species;Antillogorgia acerosa;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;NA;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Eastern Caribbean;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Antillogorgia americana;Holaxonia;Gorgoniidae;Antillogorgia;Antillogorgia americana;708859;Species;Antillogorgia americana;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;NA;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Eastern Caribbean;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Gorgonia ventalina;Holaxonia;Gorgoniidae;Gorgonia;Gorgonia ventalina;290045;Species;Gorgonia ventalina;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;B;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Eastern Caribbean;Tropical;1;6;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Rumphella aggregata;Holaxonia;Gorgoniidae;Rumphella;Rumphella aggregata;213044;Species;Rumphella aggregata;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;NA;C;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Torres Strait Northern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Eunicea flexuosa;Holaxonia;Plexauridae;Eunicea;Eunicea flexuosa;834203;Species;Eunicea flexuosa;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;B;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Eastern Caribbean;Tropical;1;6;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Eunicea tourneforti;Holaxonia;Plexauridae;Eunicea;Eunicea tourneforti;283263;Species;Eunicea tourneforti;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;B, C, B&C;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Eastern Caribbean;Tropical;1;6;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Muriceopsis flavida;Holaxonia;Plexauridae;Muriceopsis;Muriceopsis flavida;290417;Species;Muriceopsis flavida;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;B;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Eastern Caribbean;Tropical;1;6;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Briareum asbestinum;Scleraxonia;Briareidae;Briareum;Briareum asbestinum;289534;Species;Briareum asbestinum;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;B;B, C;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Eastern Caribbean;Tropical;1;6;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Annella reticulata;Scleraxonia;Subergorgiidae;Annella;Annella reticulata;520671;Species;Annella reticulata;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;NA;NA;Undefined;Central Indo-Pacific;Northeast Australian Shelf;Torres Strait Northern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Carijoa riisei;Stolonifera;Clavulariidae;Carijoa;Carijoa riisei;395098;Species;Carijoa riisei;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;NA;Azooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Eastern Caribbean;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Tubipora musica;Stolonifera;Tubiporidae;Tubipora;Tubipora musica;207409;Species;Tubipora musica;124;Lewis;1982;Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa);Journal of Zoology;A;C, D;Zooxanthellate;Central Indo-Pacific;Northeast Australian Shelf;Central and Southern Great Barrier Reef;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Heteroxenia fuscescens;Alcyoniina;Xeniidae;Heteroxenia;Heteroxenia fuscescens;210004;Species;Heteroxenia fuscescens;125;Schlichter;1982;Nutritional strategies of cnidarians: The absorption, translocation and utilization of dissolved nutrients by Heteroxenia fuscescens;American Zoologist;A;C;Zooxanthellate;Western Indo-Pacific;Western Indian Ocean;East African Coral Coast;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Heteroxenia fuscescens;Alcyoniina;Xeniidae;Heteroxenia;Heteroxenia fuscescens;210004;Species;Heteroxenia fuscescens;126;Schlichter;1982;Epidermal nutrition of the alcyonarian Heteroxenia fuscescens (Ehrb.): absorption of dissolved organic material and lost endogenous photosynthates;Oecologia;A;C;Zooxanthellate;Western Indo-Pacific;Western Indian Ocean;East African Coral Coast;Tropical;NA;NA;Laboratorial study;1;Experimental diet description;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Antillogorgia americana;Holaxonia;Gorgoniidae;Antillogorgia;Antillogorgia americana;708859;Species;Antillogorgia americana;127;Lasker;1981;A comparison of the particulate feeding abilities of 3 species of gorgonian soft coral;Marine Ecology Progress Series;A;NA;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Bahamian;Tropical;NA;NA;"Descriptive field study; Laboratorial study";2;"Natural diet description; Experimental diet description; Prey selectivity; Feeding activity rhythms";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Pseudoplexaura porosa;Holaxonia;Plexauridae;Pseudoplexaura;Pseudoplexaura porosa;290881;Species;Pseudoplexaura porosa;127;Lasker;1981;A comparison of the particulate feeding abilities of 3 species of gorgonian soft coral;Marine Ecology Progress Series;A;B;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Southwestern Caribbean;Tropical;NA;NA;"Descriptive field study; Laboratorial study";2;"Natural diet description; Experimental diet description; Prey selectivity; Feeding activity rhythms";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Briareum asbestinum;Scleraxonia;Briareidae;Briareum;Briareum asbestinum;289534;Species;Briareum asbestinum;127;Lasker;1981;A comparison of the particulate feeding abilities of 3 species of gorgonian soft coral;Marine Ecology Progress Series;B;B, C;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;"Southwestern Caribbean; Floridian";Tropical;NA;NA;"Descriptive field study; Laboratorial study";2;"Natural diet description; Experimental diet description; Prey selectivity; Feeding activity rhythms";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Plexaurella nutans;Holaxonia;Plexaurellidae;Plexaurella;Plexaurella nutans;290819;Species;Plexaurella nutans;128;Murdock;1978;"Digestion, assimilation and transport of food in the gastrovascular cavity of a gorgonian octocoral (Cnidaria; Anthozoa)";Bulletin of Marine Science;A;B;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Floridian;Tropical;NA;NA;Laboratorial study;1;Other subject;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Litophyton arboreum;Alcyoniina;Nephtheidae;Litophyton;Litophyton arboreum;213038;Species;Litophyton arboreum;129;Mergner and Svoboda;1977;Productivity and seasonal changes in selected reef areas in the Gulf of Aqaba (Red Sea);Helgoländer Wissenschaftliche Meeresuntersuchungen;A;A;Zooxanthellate;Western Indo-Pacific;Red Sea and Gulf of Aden;Northern and Central Red Sea;Tropical;1;40;Descriptive field study;1;"Role of autotrophy; Feeding activity rhythms; Seasonal variability";3;NA;NA;NA;878.1;NA;843;NA;NA;100;NA;1;ok;Original data on table 2. The data expressed in units of oxygen were converted into  units of carbon by using a conversion factor of 0.281, based on McCloskey et al. (1978).
Heteroxenia fuscescens;Alcyoniina;Xeniidae;Heteroxenia;Heteroxenia fuscescens;210004;Species;Heteroxenia fuscescens;129;Mergner and Svoboda;1977;Productivity and seasonal changes in selected reef areas in the Gulf of Aqaba (Red Sea);Helgoländer Wissenschaftliche Meeresuntersuchungen;A;C;Zooxanthellate;Western Indo-Pacific;Red Sea and Gulf of Aden;Northern and Central Red Sea;Tropical;1;40;Descriptive field study;1;"Role of autotrophy; Feeding activity rhythms; Seasonal variability";3;NA;NA;NA;843;NA;796.2;NA;NA;110;NA;1;ok;Original data on table 2. The data expressed in units of oxygen were converted into  units of carbon by using a conversion factor of 0.281, based on McCloskey et al. (1978).
Heteroxenia ghardaqensis;Alcyoniina;Xeniidae;Heteroxenia;Heteroxenia ghardaqensis;210006;Species;Heteroxenia ghardaqensis;129;Mergner and Svoboda;1977;Productivity and seasonal changes in selected reef areas in the Gulf of Aqaba (Red Sea);Helgoländer Wissenschaftliche Meeresuntersuchungen;A;C;Zooxanthellate;Western Indo-Pacific;Red Sea and Gulf of Aden;Northern and Central Red Sea;Tropical;1;40;Descriptive field study;1;"Role of autotrophy; Feeding activity rhythms; Seasonal variability";3;NA;NA;NA;878.1;NA;725.9;NA;NA;120;NA;1;ok;Original data on table 2. The data expressed in units of oxygen were converted into  units of carbon by using a conversion factor of 0.281, based on McCloskey et al. (1978).
